text,label,risk_code
i think Enjoying the beautiful weather outside. Going for a walk in the park. not sure what to do,Low,0
been thinking Woke up feeling well-rested for the first time in a while. Simple pleasures. anyone else feel this way,Low,0
feeling like I feel trapped in life I never wanted. There's no escape from this misery. anyone else feel this way,High,2
right now Sometimes wonder if anyone would notice if I just disappeared for a while. need to talk about this,Medium,1
today i feel Had a fun day exploring the local farmers market.,Low,0
i think I feel numb most of the time. Not sad exactly just empty. just venting,Medium,1
tbh Feel like I'm walking through fog. Nothing seems clear or real. anyone else feel this way,Medium,1
Organized my room and it feels so satisfying. honestly,Low,0
honestly I can't function anymore. Basic existence is an overwhelming burden. need to talk about this,High,2
tbh Tried a new restaurant and the food was amazing! honestly,Low,0
Had a fun game night with friends. Laughter is the best medicine. not sure what to do,Low,0
i feel Finally finished decorating my apartment. It really feels like home now. not sure what to do,Low,0
honestly I feel trapped in a life I never wanted. There's no escape from this misery. i guess,High,2
just wanted to say Volunteered at the shelter today. Giving back feels meaningful. honestly,Low,0
lately I've been self-harming to cope with the emotional pain. It's the only relief. i guess,High,2
right now I've been self-harming to cope with the emotional pain. It's the only relief. need to talk about this,High,2
right Tried a new restaurant and the food was amazing!,Low,0
I hate waking up every morning to face another day of this nightmare. need to talk about this,High,2
tbh Every day is torture. I don't know how much more I can take. it is what it is,High,2
just wanted to say Things have been tough lately. Struggling Struggling to find motivation to do anything. it is what it is,Medium,1
honestly I've been thinking about hurting myself. The pain inside is unbearable. not sure what to do,High,2
just wanted to say I want the pain to stop. just want everything to stop permanently. i guess,High,2
can't help but feel I can't breathe through the panic and despair. It never stops. not sure what to do,High,2
today i feel The world would be better without me. I'm nothing but a burden. just venting,High,2
been thinking Sometimes I wonder if anyone would notice if I just disappeared for a while. need to talk about this,Medium,1
honestly This is my last cry for help. If If no one hears me I'm done trying.,High,2
lately Enjoying quiet time alone. Self care is important. honestly,Low,0
been thinking The voices in my head keep telling me I'm worthless and should give up.,High,2
been thinking Feel like I'm walking through fog. Nothing seems clear or real. real. anyone else feel this way,Medium,1
tbh I've lost all hope. Nothing is ever going to get better. Why try. anyone else feel this way,High,2
been thinking Feeling blessed to have such supportive coworkers. honestly,Low,0
can't help but feel My garden is blooming and it brings me such peace. it is what it is,Low,0
can't help but feel I don't want to wake up tomorrow. Sleep is the only escape.,High,2
tbh Today was a normal day and that's perfectly fine with me. need to talk about this,Low,0
feeling like I don't see the point in living anymore. Everything feels hopeless and dark. just venting,High,2
honestly I'm always tired but but can't sleep. This cycle is really frustrating. anyone else feel this way,Medium,1
honestly I wish I could just press pause on life for a while. not sure what to do,Medium,1
feeling like Finally got the promotion I've been working working toward. Hard work pays off! not sure what to do,Low,0
right now Things have been tough lately. to find motivation to do anything. just venting,Medium,1
Just ran my first 5K! of myself for sticking with training.,Low,0
honestly I'm beyond help. No therapy or medication can fix what's broken inside me.,High,2
right now Feeling blessed to have such supportive coworkers. anyone else feel this way,Low,0
been thinking Tried a new restaurant and the food was amazing! just venting,Low,0
i think I've I've been researching methods to end my life. I'm scared of myself. just venting,High,2
i think Enjoying a peaceful evening with a good book and some just venting,Low,0
Had a productive meeting today. Things are moving in the right direction. direction. i guess,Low,0
been thinking I've been isolating myself more and more. People drain my energy. honestly,Medium,1
lately Having trouble concentrating. My thoughts keep wandering to negative places. need to talk about this,Medium,1
i Things have been tough lately. Struggling to find motivation to do anything. anyone else feel this way,Medium,1
just wanted to say Had a panic attack today. It came out of nowhere and scared me. just venting,Medium,1
lately I've given away my possessions. I won't need them where I'm going. it is what it is,High,2
lately Feeling disconnected from friends. Everyone seems to be moving on without without me. just venting,Medium,1
lately The suicidal thoughts are getting louder and harder to ignore. i guess,High,2
can't help but feel Coffee with an old friend today. Reconnecting feels wonderful. it is what it is,Low,0
honestly I'm always on edge waiting for something bad to happen. honestly,Medium,1
This is my last cry for help. If no one hears me done trying. honestly,High,2
i think Had a great day at work today. Feeling productive and accomplished!,Low,0
just wanted to say say I've been self-harming to cope with the emotional pain. It's the only relief.,High,2
help but feel This is my last cry for help. If no one hears me I'm done trying. need to talk about this,High,2
feeling like I've been drinking heavily heavily to numb the pain. Nothing else works anymore. need to talk about this,High,2
today i feel The weekend used to be something I looked forward to. Now it's just more emptiness. honestly,Medium,1
i think I've been drinking heavily to numb the pain. Nothing else works anymore.,High,2
lately Adopted a new puppy and I'm over the with happiness. just venting,Low,0
today i I've lost all hope. Nothing is ever going to get better. Why try. anyone else feel this way,High,2
honestly Haven't been sleeping well. My mind keeps racing at night. honestly,Medium,1
tbh I've been drinking heavily to numb the pain. Nothing else works anymore. honestly honestly,High,2
feeling like Woke up feeling well-rested for the first time in a while. Simple pleasures. need to to talk about this,Low,0
today i feel I waking up every morning to face another day of this nightmare. just venting,High,2
tbh Some days are okay but most feel gray and empty. anyone else feel this way,Medium,1
"i think Love spending weekends with my family, just doing simple things together. not sure what do",Low,0
just wanted to say Spent the day at the beach. The ocean always calms my mind. not sure what to do,Low,0
feeling like Just finished a wonderful dinner with friends. Life is good. just venting,Low,0
tbh Finally finished decorating my apartment. It really feels like home now. it is what it is,Low,0
today i feel I've been crying for no apparent reason. Not sure what's wrong with me. need to talk about this,Medium,1
i think I wrote my final note today. I'm so tired of fighting this battle alone. just venting,High,2
been thinking Watched a great movie with friends. Sometimes simple things bring joy. need to talk about this,Low,0
right now Struggling to get out of bed most mornings. What's the point anyway. honestly,Medium,1
Every is torture. I don't know how much more I can take. it is what it is,High,2
can't help but feel I can't function anymore. Basic existence is an overwhelming burden. honestly,High,2
feeling like anxiety is making it hard to eat. I've lost my appetite completely.,Medium,1
lately Caught up on sleep this weekend and feeling much better now. need to talk about this,Low,0
lately I'm always tired but can't sleep. This cycle is really frustrating. not sure what to do,Medium,1
feeling like I want the pain to stop. I just want everything to stop permanently. need to talk about this,High,2
honestly I can't what happiness feels like. It's been dark for so long. i guess,High,2
tbh No one cares about me. I'm completely alone in this dark world. i guess,High,2
lately My existence is meaningless suffering. I'm tired of pretending otherwise. anyone else this way,High,2
just wanted to say So proud of my friend who graduated today! Celebrating achievements is wonderful. it is what it is,Low,0
just wanted to say Feeling defeated after another rejection. Starting to lose hope. not sure what to do,Medium,1
lately The world would be better without me. I'm nothing but a burden. i guess,High,2
honestly Had a panic attack today. It came out of nowhere and scared me. need to talk about this,Medium,1
tbh Grateful for the support system I have. Life has its ups and downs but I'm okay. not sure what to do,Low,0
been thinking I've been eating a lot more than usual. Food is my only comfort right now. i guess,Medium,1
right now I don't want to wake up tomorrow. Sleep is the only escape. honestly,High,2
been thinking Anxiety has been getting worse. Social situations me really uncomfortable. anyone else feel this way,Medium,1
lately I feel completely empty inside. Nothing brings me joy or hope. need to talk about this,High,2
can't help but feel My team won the game tonight! Exciting times with good friends. anyone else feel this way,Low,0
honestly Enjoying the beautiful weather outside. Going for a walk in the park.,Low,0
today i feel Grateful for the support system I have. Life has its ups and downs but I'm okay. need to talk about this,Low,0
right now Things have been tough lately. Struggling to find motivation do anything. i guess,Medium,1
today i feel Simple walk in the neighborhood reminded me to appreciate the little things. honestly,Low,0
just wanted to say Feeling like I'm not good enough for anything. Low confidence days. just venting,Medium,1
today i feel I pretend to be fine around others but inside I'm struggling.,Medium,1
can't help but feel I can't the last time I genuinely laughed or felt happy. anyone else feel this way,Medium,1
been thinking I've pushed everyone away. away. I'm completely isolated and broken beyond repair.,High,2
"My mood swings are getting worse. One minute I'm fine, the next I'm not. it is what it is",Medium,1
right now The pressure to succeed is crushing me. I feel like a anyone else feel this way,Medium,1
i think Had fun game night with friends. Laughter is the best medicine. honestly,Low,0
i think I keep putting things off because nothing nothing feels worth the effort. honestly,Medium,1
i think Journaling has been helping me stay mindful and present. honestly,Low,0
tbh I've been drinking heavily to numb the pain. Nothing else works anymore. anyone else feel this way,High,2
can't help but feel I'm tired of pretending everything is okay when it really isn't. honestly,Medium,1
today i feel I've been drinking heavily to numb the pain. Nothing else works anymore. anyone else feel this way,High,2
lately Feeling defeated after another rejection. Starting to lose hope.,Medium,1
feeling like Woke up feeling well-rested for the first time in a while. Simple pleasures. is what it is,Low,0
tbh I feel like I'm drowning and no one one can hear me screaming for help. it is what it is,High,2
feeling like Death seems like the only peaceful option left for someone like me.,High,2
been thinking I feel like I'm falling behind everyone else my age.,Medium,1
i think I hate myself and and everything about my life. There's no way out.,High,2
tbh Having trouble concentrating. My thoughts keep wandering to negative places. need to talk about this,Medium,1
today i feel I feel numb most of the time. Not sad exactly just empty. need to talk about this,Medium,1
honestly Feeling defeated after another rejection. Starting to lose hope. i guess,Medium,1
right now I've been having bad dreams that leave me feeling unsettled all day. anyone else feel this way,Medium,1
I keep replaying conversations in my head head wondering what I did wrong. i guess,Medium,1
just wanted to say Had an amazing lunch with colleagues. Good conversations always lift my mood. need to talk about this,Low,0
honestly I keep replaying conversations in my head wondering what I did wrong. it is what it is,Medium,1
tbh I keep replaying conversations in my head wondering what I did wrong. need to talk about this,Medium,1
can't help but feel Finally finished decorating my apartment. It really feels like home now. honestly,Low,0
i think Haven't been sleeping well. mind keeps racing at night. need to talk about this,Medium,1
just wanted to say I've been isolating myself more and more. People drain my energy. anyone else feel this way,Medium,1
"can't help but feel Life is meaningless. I'm just existing, not living. I want it to stop. need to talk about this",High,2
right now I've pushed everyone away. I'm completely isolated and broken beyond repair. not sure what to do,High,2
feeling like I keep putting things off because nothing feels worth the effort. it is what it is is,Medium,1
i think Constant headaches from stress. My body is telling me something is wrong. just venting,Medium,1
lately Spent the day at the beach. The ocean always calms my mind. is what it is,Low,0
right now The sunset today was absolutely breathtaking. Nature is healing. it is it is,Low,0
tbh There is no future for me. Everything I touch turns to ash.,High,2
lately I'm always on edge waiting for something bad to happen.,Medium,1
can't help but feel The world would be better without me. I'm nothing but a burden. not sure what to do,High,2
i think I've been isolating for weeks. I haven't left my room or spoken to anyone.,High,2
I've stopped eating and caring about myself. What's What's the point of anything.,High,2
just wanted to say Just came back from vacation feeling refreshed and recharged. anyone else feel this way,Low,0
right now I don't enjoy the things I used to. Everything feels flat and boring. anyone else feel this way,Medium,1
i think I'm always on edge waiting for something bad to happen. i guess,Medium,1
honestly Started avoiding phone calls and messages. Social interaction feels exhausting. i guess,Medium,1
tbh Finished a big project at work. Feeling relieved and proud. just venting,Low,0
feeling like I don't see the point in living anymore. Everything feels hopeless and dark. anyone else feel this way,High,2
lately I'm a mistake that should never have been born into this world. anyone else feel this way,High,2
feeling like Can't seem to shake this feeling of worry. Everything feels uncertain. it is what it is,Medium,1
tbh Just baked cookies for my neighbors. Spreading kindness feels good.,Low,0
"right now My mood swings are getting worse. One minute I'm fine, the next I'm not.",Medium,1
can't help but feel I've pushed everyone away. I'm completely isolated and broken beyond repair. anyone else feel this way,High,2
been thinking Feeling overwhelmed with responsibilities. Not sure how to manage everything. to talk about this,Medium,1
today i feel I keep putting things off because nothing feels worth the effort. effort. it is what it is,Medium,1
today i feel I keep comparing myself to others and it makes me feel inadequate. i guess,Medium,1
honestly Learning a new skill and making progress. wins matter! i guess,Low,0
i think I've been thinking about hurting myself. The pain inside is unbearable.,High,2
honestly Things have been tough lately. Struggling to find motivation to do anything. anyone else feel this way,Medium,1
right now Adopted a new puppy and I'm over the moon with happiness. honestly,Low,0
lately Meditation has been helping stay centered lately. just venting,Low,0
tbh Volunteered at the shelter today. Giving back feels meaningful. it is what it is,Low,0
feeling like I I feel like a burden to my friends and family. They'd be better off. honestly,Medium,1
just wanted to say I've been thinking about hurting myself. The pain inside is unbearable. i guess,High,2
can't help but feel Feeling lonely even when I'm around people. No one truly understands. anyone else feel this way,Medium,1
can't help but feel I wish I could just disappear forever. Nobody would even care. not sure what to do,High,2
The sunset today was absolutely breathtaking. Nature is healing. need to talk about this,Low,0
The to succeed is crushing me. I feel like a failure.,Medium,1
I hate myself and everything about my life. There's no way out. honestly,High,2
can't help but feel I've been isolating for weeks. I haven't left my room or spoken to anyone.,High,2
lately Had an amazing lunch with colleagues. colleagues. Good conversations always lift my mood. it is what it is,Low,0
right now I've been thinking about hurting myself. The pain inside is is unbearable. anyone else feel this way,High,2
Trying out a new recipe tonight. Cooking always makes me happy. anyone else feel this way,Low,0
tbh I feel like I'm falling behind everyone else my age. it is what it is,Medium,1
today i feel Feel like I'm walking through fog. Nothing seems clear or real. not sure what to do,Medium,1
today today i feel I wake up disappointed that I woke up at all. just venting,High,2
tbh Journaling has been helping me me stay mindful and present. anyone else feel this way,Low,0
i think Enjoying the beautiful weather outside. outside. Going for a walk in the park.,Low,0
been thinking Finally got the promotion I've been working toward. Hard work pays off! it is what it is,Low,0
right now Spent the day at the beach. The ocean ocean always calms my mind.,Low,0
honestly I don't see the point in living anymore. Everything feels hopeless and dark. i guess,High,2
tbh Today was a normal day and that's perfectly fine with me. just venting,Low,0
lately Feel like I'm walking through fog. Nothing seems clear or real. anyone else feel this way,Medium,1
today i feel Today I choose happiness and gratitude for what I have. anyone else feel this way,Low,0
lately No one cares about me. I'm completely alone in this dark world. honestly,High,2
today i feel Haven't been sleeping well. My mind keeps racing at night.,Medium,1
lately My team won the game tonight! Exciting times with good friends. anyone anyone else feel this way,Low,0
been thinking My relationships feel strained. I don't know how to communicate what I feel. need to talk about this,Medium,1
Had a attack today. It came out of nowhere and scared me.,Medium,1
i think Work stress is getting to me. I feel like I'm always behind. not sure what to do,Medium,1
been thinking Listened to my favorite album today. Music is good for the soul.,Low,0
been thinking Watched a great movie with friends. Sometimes simple things bring joy. i,Low,0
right now I wish I could just press pause on life for a while. i guess,Medium,1
i think Had a panic attack today. It came out of nowhere and scared me. not sure what to do,Medium,1
lately Work stress is getting to me. I feel like I'm always behind. not sure what to do,Medium,1
today i feel I've been having bad dreams that leave me feeling unsettled all day. anyone else feel this way,Medium,1
lately Listened to my favorite album today. Music is good for for the soul. it is what it is,Low,0
right now Adopted a new puppy and I'm over the moon with happiness. i guess,Low,0
feeling like I can't remember the last time I genuinely laughed or felt happy.,Medium,1
lately Caught up on sleep this weekend and feeling much better now. honestly,Low,0
can't help but feel I keep replaying conversations in my head wondering what I did wrong. i guess,Medium,1
feeling like I'm always on edge waiting for something bad to happen.,Medium,1
honestly Feeling like I'm not good enough for anything. Low confidence days. not sure what to do,Medium,1
honestly I pretend to be fine around others but inside I'm struggling. just venting,Medium,1
tbh Feeling like I'm not good enough for anything. Low confidence days. just venting venting,Medium,1
"Life is meaningless. I'm just existing, not living. I want it to stop. not sure what to do",High,2
feeling My anxiety is making it hard to eat. I've lost my appetite completely. just venting,Medium,1
just wanted to say Learning a new skill and making progress. Small wins matter!,Low,0
been thinking My relationships feel strained. I don't know how to communicate what I feel. just venting,Medium,1
honestly Sometimes I think everyone would be better off without me in their lives.,High,2
honestly Spent quality with family this weekend. Feeling grateful. not sure what to do,Low,0
lately I wake up disappointed that I woke up at all. it is what it is,High,2
Tried a new restaurant and the food was amazing! i guess,Low,0
been thinking Lost interest in hobbies I used to love. Nothing excites me anymore. just venting,Medium,1
tbh I can't remember the last time I genuinely laughed or felt happy. i guess,Medium,1
i i think Feeling lonely even when I'm around people. No one truly understands. it is what it is,Medium,1
been thinking I'm struggling with change. Everything new makes me anxious. honestly,Medium,1
lately The suicidal thoughts are getting louder and harder to ignore. not sure what to do,High,2
i think Trying out out a new recipe tonight. Cooking always makes me happy. i guess,Low,0
feeling like Feeling Feeling content with where I am in life right now. i guess,Low,0
been thinking Coffee with an old friend today. Reconnecting feels wonderful. anyone else feel this way,Low,0
i think Enjoying a peaceful evening with a good book and some tea. need to talk about this,Low,0
honestly I can't remember the last time I genuinely laughed or felt happy. it is what it is,Medium,1
been thinking Feeling a bit down today. Work has been really stressful lately. just venting,Medium,1
just wanted to say Organized my room today and it feels so need to talk about this,Low,0
lately lately Listened to my favorite album today. Music is good for the soul. not sure what to do,Low,0
honestly I feel like a burden to my friends and family. They'd be better off. anyone else feel this way,Medium,1
been thinking The pressure to succeed is crushing me. I feel like a failure.,Medium,1
today i feel So proud of my friend who graduated today! Celebrating achievements is wonderful. not sure what to do,Low,0
just wanted to say I've given away my possessions. I won't need them where I'm going. i guess,High,2
I keep replaying conversations in my head wondering what I did wrong. it is what it is,Medium,1
today i feel The voices in my head keep telling me I'm worthless and should give up. not sure what to do,High,2
tbh Feeling blessed to have such supportive coworkers. it is what it is,Low,0
i think I wish I could just press pause on life for a while. i guess,Medium,1
right now I fantasize about not existing. The world would keep spinning without me. not sure what to do,High,2
honestly Feeling defeated after another rejection. Starting to lose hope. i guess,Medium,1
just wanted to say Feeling lonely even when I'm around people. No one truly understands. just venting,Medium,1
been thinking I feel like I'm falling behind everyone else my age. not sure what to do,Medium,1
feeling like Anxiety has been getting worse. worse. Social situations make me really uncomfortable. anyone else feel this way,Medium,1
I've lost everything that mattered. There's nothing left holding me here. need to talk about this,High,2
i think I can't take this pain anymore. Every day is a struggle to survive. not sure what to do,High,2
right now I'm a mistake that should never have been born into this world. honestly,High,2
tbh Organized my room today and it so satisfying. honestly,Low,0
honestly Work stress is getting to me. I feel like I'm always behind. anyone else feel this way,Medium,1
lately I can't remember the last time I genuinely laughed or felt happy. it is what it is,Medium,1
tbh Feeling blessed to have such supportive coworkers. just venting venting,Low,0
can't help but feel Just finished a wonderful dinner with friends. Life Life is good. it is what it is,Low,0
right now I can't stop crying. The sadness so deep it physically hurts. just venting,High,2
lately I've lost all hope. Nothing is ever going to get better. Why try. just venting,High,2
tbh I pretend to be fine around others but inside I'm struggling. it is what it is,Medium,1
been thinking The suicidal thoughts are getting louder and harder to ignore. not sure what to do,High,2
tbh I wish I could just disappear forever. would even care. i guess,High,2
feeling like I feel completely empty inside. Nothing brings me joy or hope. need to talk about this,High,2
honestly The darkness has won. I have no strength left to fight it. not sure what to do,High,2
tbh Haven't been sleeping well. My mind keeps racing at night. just venting,Medium,1
honestly I've been isolating for weeks. I haven't left my room or spoken to anyone. anyone else feel this way,High,2
I've been crying for no apparent reason. Not sure what's wrong with me. not sure what to do,Medium,1
i think I've been crying for no apparent reason. Not sure what's wrong with me. honestly,Medium,1
Simple walk in the neighborhood reminded me to appreciate the little things. i guess,Low,0
lately Meditation has been helping me stay stay centered lately.,Low,0
i think The suicidal thoughts are getting louder and harder to ignore. just venting,High,2
been thinking The has won. I have no strength left to fight it. need to talk about this,High,2
i feel I hate myself and everything about my life. There's no way out. need to talk about this,High,2
right now I'm a mistake that should never have been born into this world. not sure what to do,High,2
honestly Just ran my first 5K! Proud of myself for sticking with training. it is what it it is,Low,0
"just wanted to say My mood swings are getting worse. One minute I'm fine, the next I'm not. it is what it is",Medium,1
tbh I wish I could just press pause on life for a while. just venting,Medium,1
honestly I can't take this pain anymore. Every day is a struggle to survive. survive. honestly,High,2
i think I pretend to be fine around others but inside I'm struggling. not sure what to do,Medium,1
My My anxiety is making it hard to eat. I've lost my appetite completely. not sure what to do,Medium,1
right now I've been researching methods to end my life. I'm scared of myself. not sure what to do,High,2
tbh This is my last cry for help. If no one hears me I'm done trying. anyone else feel this way,High,2
I'm struggling with change. Everything new makes me anxious. just venting,Medium,1
lately The weekend used to be something I looked forward Now it's just more emptiness. honestly,Medium,1
honestly Meditation has been helping me stay stay centered lately. i guess,Low,0
today i feel Made someone smile today and that made my day too. i guess,Low,0
"right now Love spending weekends with my family, just doing simple things together. i guess",Low,0
been thinking I wish I could just disappear forever. Nobody would even care.,High,2
been thinking My relationships feel strained. I don't know how to communicate what I feel. not sure what to do,Medium,1
feeling like Feeling exhausted all the time even though I haven't done much.,Medium,1
today i feel Had a panic attack today. It came out of nowhere and scared me. anyone else else feel this way,Medium,1
tbh Just came back from vacation feeling refreshed and recharged. need to talk about this,Low,0
just wanted to say Spent quality time with family this weekend. Feeling grateful. it is what it is,Low,0
can't help but feel Feeling disconnected from friends. Everyone seems to be be moving on without me. not sure what to do,Medium,1
lately Enjoying a peaceful evening with a good book and some tea. need to talk about this,Low,0
right now I've been eating a lot more than usual. Food is my only comfort right now. to talk about this,Medium,1
Organized my room today and it feels so satisfying. honestly,Low,0
I wake up disappointed that I woke up at at all. it is what it is,High,2
tbh I can't remember what happiness feels like. It's been dark for so long. not sure what to do,High,2
tbh I've been having bad dreams that leave me feeling unsettled all day. just venting,Medium,1
Feeling invisible at work and in my personal life. not sure what to do,Medium,1
tbh Feeling a bit down today. Work has been really stressful lately. i guess,Medium,1
feeling like Listened to my favorite album today. Music is good for the soul.,Low,0
feeling like Had a fun game night with friends. Laughter is the best medicine. honestly,Low,0
today i feel I keep putting things off because nothing feels worth the effort. honestly,Medium,1
right now Feeling blessed to have such supportive coworkers. it is what it is,Low,0
thinking Beautiful sunrise this morning. Starting the day with positivity.,Low,0
can't help but feel I wake up disappointed that I woke up at all. i guess,High,2
today i feel Today was a normal day and that's perfectly fine with me. not sure what to to do,Low,0
i think I wrote my my final note today. I'm so tired of fighting this battle alone. i guess,High,2
lately I feel like I'm falling behind everyone else my age. age. it is what it is,Medium,1
can't help but feel Learning a new and making progress. Small wins matter! not sure what to do,Low,0
honestly Death seems like the only peaceful option left for someone like me. not sure what to do,High,2
Had a great day at work today. Feeling productive and accomplished! it is what it is,Low,0
today i feel Everything feels like too much effort lately. Even basic tasks are hard.,Medium,1
"just wanted to say Life is meaningless. I'm just existing, not living. I want it to stop. it is what it is",High,2
tbh Things have been tough lately. Struggling to find motivation to do anything. just just venting,Medium,1
been thinking The weekend used to be something I looked forward to. Now it's just more emptiness.,Medium,1
tbh Spent the day at the beach. The ocean always calms my mind. honestly,Low,0
Journaling has been helping me stay mindful and present. honestly,Low,0
can't help but feel Feeling stuck in life. Like I'm not making any progress at all. not sure what to do,Medium,1
feeling like Enjoying a peaceful evening with a good book and some tea. not sure what to do,Low,0
honestly I feel dead inside already. My body is just going the motions. not sure what to do,High,2
can't help but feel Simple walk in the neighborhood reminded me to appreciate the little things.,Low,0
honestly Spent quality time with family this weekend. Feeling grateful. i guess,Low,0
today i feel I don't see the point in living anymore. Everything feels hopeless and dark. just venting,High,2
honestly I hate waking up every morning to face another day of this nightmare. not sure what to do,High,2
i think The voices in my head keep telling me I'm worthless and should give up. just venting,High,2
honestly I've been having bad dreams that leave me feeling unsettled all day. honestly,Medium,1
I've been having bad dreams that leave me feeling unsettled all day. just venting,Medium,1
tbh I've been planning how to end my suffering. I can't do this anymore. anyone else feel this way,High,2
feeling like Feeling lonely even when I'm around people. No one truly understands. it is what it is,Medium,1
feeling like Today I choose happiness and gratitude for what I have. not sure what to do,Low,0
feeling like Lost interest in hobbies I used to to love. Nothing excites me anymore. just venting,Medium,1
honestly Volunteered at the shelter today. Giving back feels meaningful. honestly,Low,0
been thinking Enjoying some quiet time alone. Self care is important. honestly,Low,0
i think I've been crying for no apparent reason. reason. Not sure what's wrong with me. just venting,Medium,1
tbh I feel completely empty inside. Nothing brings me joy joy or hope. i guess,High,2
feeling like I've stopped eating and caring about myself. What's the point of anything. i guess,High,2
Caught up on sleep this weekend and feeling much better now. it is what it is,Low,0
feeling like The darkness has won. I have no strength left to fight it. need to talk about this,High,2
right now I don't want to wake up tomorrow. Sleep is the only escape. escape. just venting,High,2
today i feel I I wake up disappointed that I woke up at all.,High,2
can't help but feel Feel like I'm walking through fog. Nothing seems clear or real. it is what it is,Medium,1
right now My garden is blooming and it brings me such i guess,Low,0
honestly I've been eating a lot more than usual. Food my only comfort right now. honestly,Medium,1
tbh Listened to my favorite album today. Music is good for the soul. need to talk about this,Low,0
right now I'm struggling with change. Everything new makes me anxious. not sure what to do,Medium,1
Struggling to get out of bed most mornings. What's the point anyway. just venting,Medium,1
feeling like Sometimes I think everyone would be better off without me in their lives. i guess,High,2
honestly I wake up disappointed that I woke up at all. i guess guess,High,2
honestly Had a fun day exploring the local farmers market.,Low,0
just wanted to say Had a productive meeting today. Things are moving in the right direction. just venting,Low,0
can't help but feel There is no future for me. Everything I touch turns to ash. need to talk about this,High,2
feeling like Trying out a new recipe tonight. Cooking always makes me happy.,Low,0
Enjoying some quiet time alone. Self Self care is important. not sure what to do,Low,0
feeling like Can't seem to shake this feeling of worry. Everything feels uncertain. i guess,Medium,1
I've stopped taking my medication because I don't care what happens to me. just venting,High,2
can't help but feel Finally finished decorating my apartment. It really feels like home now. need to talk about this,Low,0
honestly I've been having thoughts about ending it all. The darkness is consuming me. need to talk about this,High,2
can't help but feel Haven't been been sleeping well. My mind keeps racing at night. anyone else feel this way,Medium,1
lately Sometimes I think everyone would be better off without me in their lives. it is what it is,High,2
i think I've been planning how to end my suffering. I can't do this anymore. honestly,High,2
been thinking No one in this world would miss me. I'm invisible and insignificant. need to talk about this,High,2
honestly Can't seem to shake this feeling of worry. Everything feels uncertain. anyone else feel this way,Medium,1
can't help but feel Feeling overwhelmed with with responsibilities. Not sure how to manage everything. it is what it is,Medium,1
just wanted to say Things have been tough lately. Struggling to motivation to do anything. it is what it is,Medium,1
tbh I feel trapped in a life I never wanted. There's no escape from this misery. honestly,High,2
been thinking The weekend used to be something I looked forward to. Now it's just more emptiness. anyone feel this way,Medium,1
right now Beautiful sunrise this morning. Starting the day with positivity. it is what it is,Low,0
feeling like The voices in my head keep telling me worthless and should give up. i guess,High,2
honestly I've stopped eating and caring about myself. What's the point of anything. not sure what to do,High,2
been thinking Adopted a new puppy and I'm over the moon with happiness. it is what it is,Low,0
can't help but feel I've been planning how to end my suffering. I can't do this anymore.,High,2
honestly Trying out a new recipe tonight. Cooking always makes me happy. need to talk about this,Low,0
honestly Woke up feeling well-rested for the first time in a while. Simple pleasures. anyone else feel this way,Low,0
honestly I feel like I'm drowning and no one can hear me screaming for help.,High,2
today i feel Haven't been sleeping well. My mind keeps racing at night. not sure what to do,Medium,1
honestly Just baked cookies cookies for my neighbors. Spreading kindness feels good. not sure what to do,Low,0
tbh Enjoying the beautiful weather outside. Going for a walk in the park. honestly,Low,0
today i I hate waking up every morning to face another day of this nightmare.,High,2
been thinking Having trouble concentrating. My My thoughts keep wandering to negative places. honestly,Medium,1
"i think My mood swings are getting worse. One minute I'm fine, the next I'm not. it is what it is",Medium,1
lately Listened to my favorite album today. Music is good for the soul. honestly,Low,0
"can't help but feel Life is meaningless. I'm just existing, not living. I want it to stop. it is what it is",High,2
honestly I've lost everything that mattered. There's nothing left holding me here. i guess,High,2
just wanted to say Feeling content with where I am in life right now. anyone else feel this way,Low,0
been thinking My anxiety is making it hard to eat. I've lost my appetite completely. need to talk about this,Medium,1
right now Enjoying the beautiful weather outside. Going for a walk in the park. honestly,Low,0
feeling like Constant worry about money and the future. It's consuming me. i guess,Medium,1
can't help but feel Feeling like I'm not good enough for anything. Low confidence days. anyone else feel this way,Medium,1
tbh The world would be better without me. I'm nothing but a burden. anyone else feel this way,High,2
today i feel I feel dead inside already. My body is just going through the motions. honestly,High,2
right now Had a panic attack today. It came out of nowhere and scared me. just venting,Medium,1
lately Feeling Feeling optimistic about the future and the possibilities ahead. need to talk about this,Low,0
today i feel Watched a great movie with friends. Sometimes simple things bring joy. need to to talk about this,Low,0
can't help but feel I'm tired of pretending everything is okay when it really isn't. honestly,Medium,1
right now I've been having thoughts about ending it all. The darkness is consuming me.,High,2
i think Just baked cookies for my neighbors. Spreading kindness feels good. it is what it is,Low,0
honestly Work stress is getting to me. I feel like I'm always behind. not sure what to do,Medium,1
can't help but feel Discovered a new hiking trail today. Adventure awaits! honestly,Low,0
right now Journaling has been helping me stay mindful and present. honestly,Low,0
tbh Had an amazing lunch with colleagues. Good conversations always lift my mood. honestly,Low,0
can't help but feel Just came back from vacation feeling refreshed and recharged. not sure what to do,Low,0
right now Today was a normal day and that's perfectly fine with me. just venting,Low,0
i think Everything is around me and I have no will to rebuild. just venting,High,2
just wanted to say Finally finished decorating my apartment. It really feels like home now.,Low,0
Got creative and painted something today. Art is therapeutic. i guess,Low,0
